id,date,text,danger
2856,2024-03-28T16:04:02Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
МІГ-31к⚠️ носій «Кинджалу»",0
2857,2024-03-28T16:33:32Z,"🟢ВІДБІЙ🟢

‼️Не соромимось, хто має змогу - донатимо на розіграш за донат:
https://t.me/rocket_danger_lviv/2703",0
2858,2024-03-28T21:22:07Z,"Біля двух табунів мопедів ✈️ із Київської та Миколаївської обл. рухаються заднім курсом.
Буду повідомляти у разі загрози🫡",0
2859,2024-03-28T22:23:42Z,"Зліт 6 ТУ-95‼️‼️
Слідкую🫡",0
2860,2024-03-28T22:32:10Z,А поки що шахеди ✈️ залетіли в Вінницьку обл.  в напрямку Хмельницької…,0
2861,2024-03-29T00:10:02Z,"✈️ шахеди в Тернопільській обл. орієнтовно 100 км від Львова
+ з Хмельницької майже зайшли в Тернопільську‼️",0
2862,2024-03-29T00:13:27Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
✈️Загроза ударних БпЛА✈️",0
2863,2024-03-29T00:15:57Z,⚠️Львівʼяни Онлайн карта де зараз летять ШАХЕДИ 👇,0
2864,2024-03-29T00:31:23Z,"✈️ я думав в нього бензина скінчилась, а він летить курсом на Миколаїв/Щирець",0
2865,2024-03-29T00:37:13Z,"✈️ зміна курсу на Стрий через Миколаїв‼️
Уточнення, їх може бути два…",0
2866,2024-03-29T00:44:36Z,✈️ Туди само де минулий раз😤 - Білецький ліс/Стрий,0
2867,2024-03-29T00:48:33Z,"Всьо…нема його більше.
✈️один на Перемишляни
✈️даа на Бурштин",0
2868,2024-03-29T00:56:05Z,"✈️на Бережани/Козову
✈️на Поморяни/Перемишляни
✈️на Бурштин
+
✈️на Нові Стрілища/Перемишляни",0
2869,2024-03-29T00:59:32Z,При незмінному курсі до Львова 30 хв‼️‼️,0
2870,2024-03-29T01:03:58Z,"✈️три на Бібрку (в деяких вектор далі на Львів)
✈️один на Стрий",0
2871,2024-03-29T01:13:50Z,"✈️три мають вектор руху на Бібрку але по маленьку міняють курс і зміщуються на південний захід.
 ✈️один далі Стрий
‼️літає своя пташка✈️ - не лякатись, НЕ РАКЕТИ!",0
2872,2024-03-29T01:15:22Z,"Орієнтовно то обійдуть Львів і підуть на Стрий. 
Але не розслабляємось - перебуваємо в безпечних місцях або біля них‼️",0
2873,2024-03-29T01:21:50Z,"✈️Тепер чітко всі чотири в бік Стрия
✈️один відстав від групи, блудить аж в Хмельницькій обл., певно на UPG залітав заправлятись. 
Львів - поки трохи розслабили булочки🍑",0
2874,2024-03-29T01:24:08Z,"🚀Зафіксовані пуски ракет з ТУ-95
Через 30-40 хв. +- будуть в повітряному просторі України. 
Враховуємо‼️",0
2875,2024-03-29T01:33:26Z,"✈️два долітають туди куди і очікувалось 
 ✈️потєряшка тільки долітає до Тернопільської обл., диркати йому хвилин 70 десь так.

Ну і + штук 8 ще летять далеко але західним курсом‼️",0
2876,2024-03-29T01:35:50Z,"🚀уточнення по ракетам - пуски з Каспія - маємо годину перед досягненням ними нашого повітряного простору. 
Кімарніть, перекусіть, попийте теплого чайку…враховуючи дану львівську погоду🌧️ - нічка обіцяє бути вкрай важкою…

Піду бахну літру кави☕️",0
2878,2024-03-29T01:54:39Z,"🚀бляха, все таки з Енгельса пуски були теж…перші ракети вже в Харківській області‼️",0
2879,2024-03-29T01:56:43Z,🚀 курс на Полтаву+Дніпро,0
2880,2024-03-29T02:00:43Z,"✈️Тернопільська, Вінницька, Кіровоградська, Миколаївська 
Загалом штук 8 мінімум.
Курс західний та північно-західний",0
2881,2024-03-29T02:03:28Z,"🚨ДРУЗІ НАГАДУЮ‼️ Ні в якому разі Не реклама! Реально!! від себе Рекомендую підписатися на канал мого друга Макса з яким я часто співпрацюю - ППО UA РАДАР📡

🚨📡❗️Дивитися де та куди летять зараз «Ракети»👉https://t.me/+pfMc4aSf7Z1mNGQy 👇",0
2882,2024-03-29T02:18:27Z,"✈️найближчий на Перемишляни
🚀ракети з Сум на Полтаву - далі Черкаси",0
2883,2024-03-29T02:29:42Z,"✈️на Миколаїв/Стрий
🚀Київська, Черкаська, Полтавська - всі західним курсом‼️",0
2884,2024-03-29T02:37:07Z,"✈️далі на Стрий
🚀залетіли у Вінницьку обл. ‼️",0
2885,2024-03-29T02:38:49Z,"Команда ЛЬВІВИЧА провела інспекцію укриттями в центрі Львова і ось результат:
https://t.me/lvivych_news/34982

Всі ці адреси — з мапи укриттів у додатку Дії. М’яко кажучи, ситуація така собі.

Якщо чесно то майор в шоці від халатності деяких керівників, відповідальних за укриття😤
Надіємось, що розголос трішки покращить ситуацію і відношення певних посадових осіб до проблематики укриттів у Львові😞",0
2887,2024-03-29T02:43:41Z,"✈️ще пару хв і ми за нього забудемо
🚀змінили курс з Вінниччини на Житомирщину‼️
(Маршрут поки 1 в 1 як минулий раз)",0
2888,2024-03-29T02:45:33Z,"https://t.me/MJrNews/585

Цікаво, панове поляки, дубль два буде?!
Бо маршрут дуже схожий😒",0
2889,2024-03-29T02:50:51Z,🚀Є Інформація про можливі пуски Кинджалів‼️,0
2890,2024-03-29T02:52:34Z,В них сьогодні прямо шахідно-ракетний понос😤,0
2891,2024-03-29T02:54:45Z,На Житомир‼️ далі вектор Рівне далі Львів‼️,1
2892,2024-03-29T02:55:21Z,"Уточнення - Хмельницька обл.
Прастітє…",0
2893,2024-03-29T02:56:08Z,Вектор на Тернопільську‼️,0
2894,2024-03-29T02:56:37Z,"Ще один Кинджал, курс тей самий",0
2895,2024-03-29T02:57:26Z,Можуть підвернути на Стрий‼️,0
2896,2024-03-29T03:00:34Z,Кинджал на Стрий як і казав‼️,0
2897,2024-03-29T03:01:46Z,"🚀по Кинджалам тиша…але борта було 3, а ракети поки тільки 2.
🚀Х-101 в Рівненській/Волинській обл.",0
2898,2024-03-29T03:02:06Z,"‼️УВАГА
ОНЛАЙН РАДАР РАКЕТ ЛЬВОВА👇",0
2899,2024-03-29T03:05:32Z,Ще Кинджал/Балістика на Стрий,0
2900,2024-03-29T03:05:57Z,"Але через Львів йде.
Уважно‼️‼️‼️",1
2901,2024-03-29T03:07:41Z,"🚀4 групи з Волині на Львів‼️‼️‼️
3 хв час підльоту‼️‼️",1
2902,2024-03-29T03:08:05Z,Змінили курс на Тернопільщину,0
2903,2024-03-29T03:14:29Z,"Не бачу ніде поки їх…
🚀одна в Рівненській обл. вилізла…як отой прищ на дупі😤",0
2904,2024-03-29T03:15:34Z,🚀ті що були в Тернополі - вилізли в Хмельницькій обл.,0
2905,2024-03-29T03:16:52Z,🚀ще одна з Тернополя вилізла на Івано-Франківськ,0
2906,2024-03-29T03:17:57Z,"🚀плюс дві з Рівненської курсом на Франик.
‼️уважно бо вектор руху близько до Львова‼️",1
2907,2024-03-29T03:20:00Z,"‼️‼️‼️Вектор на Львів‼️‼️‼️
5-7 хвилин!",1
2908,2024-03-29T03:20:53Z,Знову вектор на Броди і Франик,0
2909,2024-03-29T03:22:59Z,"🚀 вже чотири курсом на Золочів і далі Франик
🚀з Хмельниччини на Вінниччину",0
2910,2024-03-29T03:25:56Z,🚀2 ракети з Хмельниччини курсом на Молдову🤪,0
2911,2024-03-29T03:27:38Z,Перетнули кордон🤣,0
2912,2024-03-29T03:28:12Z,🚀дві далі у Львівській обл. курсом на Франківськ,0
2913,2024-03-29T03:31:20Z,"Хто там на черзі?! Румуни і Білоруси??
Ну готуйтесь сусіди!!!
ППО своє нам на базу і ми покажемо що з ним треба робити💪",0
2914,2024-03-29T03:33:59Z,"🚀остання падла покидає Львівщину і прямує до Франківщини.
Шо там булочки, Львів🍑?! 
По трохи розжимаємо? 
Бо я сам знатно вспотів😱",0
2915,2024-03-29T03:37:38Z,"Орієнтовно дорозвідка 📡
Фух…аж пальці болять від писанини😓",0
2916,2024-03-29T04:06:48Z,"🟢ВІДБІЙ🟢
Ще одну ніч вистояли🥳
Дякую кожному, хто дослухався до сигналів тривог! Тисну руку всім, хто стояв на захисті неба в цю ніч🫡

По бажанню - донат на каву майору закидуємо на розіграш за донат:
https://t.me/rocket_danger_lviv/2703",0
2917,2024-03-29T16:00:32Z,"🎸КРИВЕ ЗВУЧАННЯ І ТАКИЙ САМИЙ ВОКАЛ – ГУРТ «УЛЯНА ДЕЛЬ РЕЙ » НА СЦЕНІ КОТЕЛЬНІ 30/03 🔥

Уляна Дель Рей – це той самий «неорагульський» поп-панк гурт родом з мальовничої Галичини. Засновник гурту – львівський стендап-комік Коля Капішон.  30 березня від  українського поп-панку трястимуться стіни, підлога і стеля! Буде презентовано нову композицію, що буде ще гірша, ніж попередні, запевняє гурт. Але вам варто прийти й переконатись у цьому. Тож, летс мейк поп-панк грейт егейн!

Вхід для військовослужбовців - вільний.  
На концерті будем проводити збір на потреби побратимів учасників гурту з 2 Галицької Бригади НГУ що зараз виконують бойові завдання на одному з найгарячіших напрямків🔥

🎫КВИТКИ👇👇👇
https://secure.wayforpay.com/payment/s99868d65a564",0
2918,2024-03-30T20:45:31Z,✈️ один придурок льотає між Житомирщиною і Хмельниччиною…західний курс,0
2919,2024-03-30T21:14:44Z,"Долітає до Хмельницької обл. 
Ну дурак, їй богу, там же могила шахедів🤦‍♂️",0
2920,2024-03-30T21:42:13Z,Продирявили гівнюка…утилізували💪,0
2921,2024-03-30T21:57:47Z,"Інформація про зліт бортів ТУ-95 в напрямку Каспія…
Інформація по кількості бортів уточнюється‼️

Поки 4 шт. маловато як для бойового, слідкую🫡

+ ще 2 борти - загалом 6.
+ ще 1 борт - загалом 7.
+ ще 1 борт - загалом 8.",0
2922,2024-03-31T01:09:05Z,"Є інформація про пуски ракет із ТУ-95, входження в повітряний простір орієнтовно через годину.
Про входження - доповім🫡",0
2925,2024-03-31T01:53:30Z,"🚀 скоріш за все, що перші ракети вже в Сумській обл.
Надходить інформація про акустичні прольоти…",0
2926,2024-03-31T01:59:48Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
🚀Загроза ракетних ударів🚀",0
2927,2024-03-31T02:03:10Z,🚀поки цілі на Київ з Чернігівської обл.,0
2928,2024-03-31T02:03:49Z,"⚠️Львівʼяни, онлайн карта, де зараз летять РАКЕТИ 👇",0
2930,2024-03-31T02:14:34Z,"🚀з Києва в напрямку Житомира
🚀з Чернігівщини на Київ",0
2931,2024-03-31T02:15:10Z,,0
2932,2024-03-31T02:25:45Z,"🚀5 ракет з Житомира на Вінницю/Хмельницький
🚀1 ракета на Хмельницький",0
2933,2024-03-31T02:26:36Z,"🚀з Житомира на Хмельницький
🚀зміна курсу - з Житомира на Рівне",0
2934,2024-03-31T02:27:45Z,🚀 загалом поки біля 8 ракет фіксуємо,0
2935,2024-03-31T02:30:19Z,"🚀з Рівного на Волинь
🚀з Рівного на Львів/Тернопіль (22 хв до Львова)
🚀з Житомира на Хмельницький",0
2936,2024-03-31T02:31:44Z,"🚀курсом на Львів (10 хв)
🚀з Рівного на Волинь",1
2937,2024-03-31T02:34:35Z,"🚀Зміна курсу на Тернопіль
🚀з Волині на Львів",0
2938,2024-03-31T02:36:26Z,"🚀ракети в областях Рівненська, Волинська, Тернопільська
Постійно міняють курс
Найближчій 10 хв до Львова‼️
Курс південно-західний",0
2939,2024-03-31T02:38:12Z,"🚀з Тернополя на Франківськ
🚀з Волині на Львів
🚀з Рівного на Волинь",0
2940,2024-03-31T02:41:21Z,"🚀з Рівного на Волинь
🚀з Волині на Львів - 5 хв
🚀з Тернополя на Франківськ",0
2941,2024-03-31T02:41:31Z,Львів 5 хв‼️‼️,1
2942,2024-03-31T02:43:38Z,‼️‼️‼️ЛЬВІВ УВАГА‼️‼️‼️,1
2943,2024-03-31T02:44:11Z,"Пролетить - скажу‼️
Тримаєм булки в укритті‼️",1
2944,2024-03-31T02:45:46Z,"Чітко на ЛЬВІВ‼️‼️‼️
Увага‼️‼️‼️",1
2945,2024-03-31T02:47:28Z,‼️‼️‼️‼️‼️,1
2946,2024-03-31T02:48:52Z,Пройшла Львів - курс на Меденичі,1
2947,2024-03-31T02:50:14Z,"🚀ще 5 з Волині тим же курсом на Львів
🚀на Меденичі
🚀у Франківську блудить",1
2948,2024-03-31T02:52:54Z,"🚀на Дрогобич
🚀на Бібрку
🚀на Надвірну",0
2949,2024-03-31T02:53:31Z,"🚀зміна курсу на Львів
2 хв‼️‼️‼️",1
2950,2024-03-31T02:54:13Z,"4 ракети🚀
1 хв‼️‼️‼️",1
2951,2024-03-31T02:54:44Z,‼️‼️‼️‼️УВАГА‼️‼️‼️‼️,1
2952,2024-03-31T02:56:34Z,"🚀обійшла Львів
Катає по окружній",1
2953,2024-03-31T02:56:54Z,На Меденичі,0
2954,2024-03-31T02:57:43Z,Можливо Миколаїв,0
2955,2024-03-31T03:00:58Z,"🚀ще є пару ракет
На Миколаїв/Меденичі/Стрий",0
2956,2024-03-31T03:01:46Z,🚀 з Миколаєва вертається в бік Львова,0
2957,2024-03-31T03:02:40Z,"📡локаційно шукаємо залишки
Перебуваємо в безпечних місцях",0
2958,2024-03-31T03:03:16Z,🚀 у Франківську вилізла на Бурштин,0
2959,2024-03-31T03:06:53Z,🚀на Тернопільщині зараз,0
2960,2024-03-31T03:07:56Z,"📡локаційно дорозвідка
Перебуваємо в безпечних місцях",0
2962,2024-03-31T03:24:58Z,"🟢ВІДБІЙ🟢
Ще одненьку ніч вистояли🥳
Дякую кожному, хто дослухався до сигналів тривог! Тисну руку всім, хто стояв на захисті неба в цю ніч🫡
Дякую всім хто долбить мені приват🤗 Я прямо вас обожнюю, колись для вас відкрию окремий канал🔥

По бажанню - донат на каву майору закидуємо на мобільний розіграш за донат по пісят:
https://t.me/rocket_danger_lviv/2703",0
2963,2024-04-01T15:00:27Z,"1️⃣місце Сергій Л. (картина)
2️⃣місце Андрій Б. (тубус від гранатомету)
3️⃣місце Олександр Р. (гільза від ЗУ-23-2)
4️⃣місце Станіслав Г. (гільза від ЗУ-23-2)
5️⃣місце Павло З. (фірмова аромасвічка)
6️⃣ місце Катерина Я. (фірмова аромасвічка)

Переможцям - прийдуть відповідні сповіщення з банку, підтвердіть їх щоб я мав доступ до ваших контактів і зміг відправити вам призи🎁

Дякую всім за донати, зібрали дуже немаленьку суму😳, надзвичайно приємна ваша підтримка🥰. 
На квітень призи на розіграш будуть дорогі капець і постараюсь зробити їх ще більше💪",0
2964,2024-04-02T15:00:13Z,"Дорогенькі 😇, з повагою і шаною до полеглих побратимів - виділяємо пару хвилин і цим самим вшанувати памʼять про них, підписавши петиції🫡:

1. ЩЕРБА Сергій
2. МУРАШКО Євген
3. ДЯЧЕНКО Андрій 
4. АДАЙКІН Денис
5. ДРОЗДОВ Микола
6. ДИВОНЯК Степан
7. ВИХОПЕНЬ Ярослав
8. ПАНЧЕНКО Сергій
9. ПАНАЙОТОВ Микола
10. ГАЛАЧИНСЬКИЙ Богдан
11. СКОРИК Олег
12. ЗІНЕВИЧ Сергій
13. ПУКІВСЬКИЙ Володимир
14. ЗЕНІН Кіріл
(Натиснувши на кожне прізвище - вас направить на сторінку петиції воїна)

🇺🇦Герої не вмирають🇺🇦🇺🇦",0
2966,2024-04-03T00:34:33Z,✈️два дрони у Вінницькій обл. західним курсом на Хмельницьку обл.,0
2967,2024-04-03T06:27:30Z,"Божечки, не кіпішуйте ви через ті 6 ТУ-шок, може хоч ненароком парочка попадає десь🤔
Якщо буде якась загроза - обовʼязково повідомлю, а поки що - булочки в робочий режим🧑‍💻
Всім гарного дня🥰",0
2968,2024-04-03T15:00:11Z,"🧑🏻‍🔬 LEOLAND запрошує на відкриття першого STEAM-простору! 

6 квітня з 10:00 до 19:00 проходитиме день відкритих дверей STEAM-простору у LEOLAND, що на Мельника, 18.

🧪 На ваших дітей чекають заняття із підготовки до школи, хімії, англійської та мистецтва. 
А наприкінці дня будуть подарунки🎁

🧩Інтерактивні забавки для дітей різного віку: 
від 2 і до 13 років.

👨‍👩‍👦Ввечері батьки зможуть відвідати дві лекції із психологами: про етапи розвитку дитини і підготовку до школи🎓

➡️ Реєструйтеся за посиланням! 

😇Чекаємо на вас з 10:00 за адресою: вул. Мельника, 18.
 
📷 Instagram
👥 Facebook 
🥳  Tik Tok 
✈️ Telegram",0
2970,2024-04-04T16:35:21Z,📢📢📢,0
2971,2024-04-04T16:35:32Z,Уточняю по чому,0
2972,2024-04-04T16:37:47Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
МІГ-31к⚠️ носій «Кинджалу»",0
2973,2024-04-04T17:03:29Z,"🟢ВІДБІЙ🟢
Нарешті тей блохоліт налітався 

🫵Хочете бути в курсі останніх подій? 
✔️Приєднуйтесь до нас і отримуйте лише актуальні новини від самого 🫡Майора 🚀Ракетної небезпеки🚀! 

🫢Висвітлення новин - як воно є. 
Думка і бачення майора на події. 👌
Переходьте на канал МАЙОР.NEWS, де кожен українець чекає на головні новини та обговорення 😎",0
2975,2024-04-05T13:33:22Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
МІГ-31к⚠️ носій «Кинджалу»",0
2976,2024-04-05T14:59:39Z,"🟢ВІДБІЙ🟢

🤫через 5 хв рекламка🤫",0
2977,2024-04-05T15:05:13Z,"Хей, любитель випустити пар 🌬
Після свят пора поповнити запас одноразок?😎

У тебе є 5 причин, чому потрібно замовити саме у нас:

1️⃣ Ми робимо максимально низьку ціну, порівнюючи наших конкурентів
2️⃣ Так як ми давно на ринку, то хочемо покращити сервіс.
Тому доставка новою поштою абсолютно безкоштовна😉 
3️⃣ Ми перераховуємо 10 грн. з кожної одиниці на потреби ЗСУ🇺🇦
4️⃣ Наразі в нас найбільший вибір у Львові 🌈
5️⃣ Ніяких копій та реплік - тільки оригінальна продукція 🔝

🛒МАГАЗИН:https://t.me/+gxAx-SHDuSUyMDcy

Для оформлення замовлень пишіть 👨‍💻: @manager_lviv",0
2978,2024-04-05T23:55:39Z,"✈️сволоти летять західним курсом, не дуже багато…
За пів години будуть у Вінницькій області…",0
2979,2024-04-06T01:23:04Z,"🚀 є інформація про можливі пуски крилатих ракет із бортів стратегічної авіації. 
Якщо дійсно щось буде то повідомлю.
Бо бортів тар було як кіт наплакав і чи чи вони дійсно щось пускали побачимо пізніше.",0
2980,2024-04-06T01:23:58Z,✈️ поки що Вінницька та Хмельницька обл…,0
2981,2024-04-06T01:49:19Z,Ракетна небезпека,0
2982,2024-04-06T01:49:23Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
🚀Загроза ракетних ударів🚀",0
2983,2024-04-06T01:49:45Z,Але поки ніяких ракет не видно…🧐,0
2984,2024-04-06T01:51:23Z,"🚀 а от тепер є…в Сумській обл.
Ракет має бути дуже мало, бортів було аж 2 шт, ніхто навіть на них не звертав уваги.",0
2985,2024-04-06T01:58:42Z,"🚀в Чернігівській обл. курсом на Київ (2 шт)
✈️ найближчі в Хмельницькій обл. і далі не рипаються поки…",0
2986,2024-04-06T02:07:07Z,"Шановниі, я надіюсь це писав хто з ваших адмінів і то з просоння.
не кошмарьте людей🫶
Бо відколи шахеди оволоділи технологією телепортації з Хмельницької обл. прямо у Львівську?!😳",0
2987,2024-04-06T02:08:22Z,"🚀 зміна курсу: одна на Полтавську обл, інша на Суми і вектором на Харків",0
2988,2024-04-06T02:12:23Z,Зміна курсу на Черкаську обл.,0
2989,2024-04-06T02:22:54Z,🚀 залітають на південь Київської обл.,0
2990,2024-04-06T02:28:24Z,"🚀наближаються до Вінницької обл., вектор руху на захід, загалом порядка 4 ракет.",0
2991,2024-04-06T02:35:45Z,🚀 ще ракета з моря - попередньо Калібр - на Миколаївську обл.,0
2992,2024-04-06T02:41:43Z,Зміна курсу на північ - на Житомирську обл.,0
2993,2024-04-06T02:43:25Z,"✈️шахіди давно всі вмерли в Хмельницькій обл., так і не знайшли портал у Львівську…певно по яндекс-картам шукали🤦‍♂️",0
2994,2024-04-06T02:46:04Z,Виглядає так що по тихеньку підвертає на Київ…,0
2995,2024-04-06T02:47:40Z,"🚀по Калібрам - все летить на східну частину України, разом з балістикою і всім чим тільки можна😯",0
2996,2024-04-06T02:51:57Z,"🚀Ех…зараз би оту смачну київську перепічку в тісті заточити, а не щоб оті ракети там літали по столиці🍔",0
2997,2024-04-06T02:57:16Z,"🚀німа
✌️",0
2998,2024-04-06T03:05:48Z,"Козаки, які працюють на великих гепающих машинах, що забирають сміття і схожих по звуку на шахід та прильоти - будь ласочка, на пів тону тихіше або бляха не матиляйте тим сміттєвим контейнером на весь район - бо можна сі кавалків накласти👿",0
3000,2024-04-06T03:16:24Z,"🟢ВІДБІЙ🟢

Донат на маккохве☕️ - по бажанню:
https://send.monobank.ua/jar/4ahwVno8hP

Взагалі, атака виглядала як дуже дешева репетиція, питання тільки перед чим⁉️",0
3001,2024-04-07T22:01:42Z,"✈️два табуни мопедів рухаються на захід
З півдня ✈️ вже у Вінницькій обл
З півночі ✈️ в Київській обл",0
3002,2024-04-07T22:57:36Z,"Далі два табуна, тільки трішки менші:
✈️з Житомира залітають до Рівненщини
✈️з Вінниччини в напрямку Хмельницької обл",0
3003,2024-04-08T00:34:35Z,"✈️Все померло на Житомирщині та Хмельниччині.
Залишився один дрон✈️ в Житомирській обл.
В принципі, можна йти спатки😴",0
3004,2024-04-08T10:23:27Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
МІГ-31к⚠️ носій «Кинджалу»",0
3005,2024-04-08T11:02:52Z,🟢ВІДБІЙ🟢,0
3006,2024-04-08T15:00:25Z,"Увага❗️Вас запрошено на майбутні події від !FESTrepublic

Приходьте почути наживо🎶, поспівати улюблених пісень🎤 та зарядитись⚡️! На своїх подіях !FESTrepublic також збирає кошти на військо🪖, тому приєднуйтесь і давайте разом допомагати Силам оборони💪

Весняна атмосфера чекатиме вас на 👇
💚11.04 - MELOVIN. Birthday Show
💚13.04 - O.TORVALD. Презентація нового альбому
💚18.04 - TEMBER BLANCHE & МАКС ПТАШНИК
💚14.05 - СКАЙ. Весняний тур
💚17.05 - KRUT ""Весняна акустика""
💚31.05 - Дуже весняний концерт: Alice Change, the feels, Скажи Щось Погане

До зустрічі на улюбленому майданчику🥰

🎫 Квитки на усі майбутні події за посиланням: 
https://linktr.ee/festrepublic",0
3007,2024-04-08T22:33:26Z,"✈️летить пара бурбухайок з Миколаївської і Одеської області 
+
Один ✈️ вже на підльоті до Хмельницької…
Якщо будуть загрози далі Хмельницької області то напишу і так бумажок валом, то все одно не спатиму😒",0
3008,2024-04-08T23:21:29Z,"Одна падла ✈️ долітає до Тернопільської обл.
✈️ 3 шт у Вінницькій
✈️ 2 шт на підльоті до Вінницької обл.",0
3009,2024-04-08T23:27:50Z,Залетів в Тернопільську обл.😒,0
3010,2024-04-08T23:33:53Z,"Якщо таким курсом як зараз - то йде прямо на Львів, за 50-60 хв долетить😐

Але вже милиться курсом на Миколаїв",0
3011,2024-04-08T23:51:28Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
✈️Загроза ударних БпЛА✈️",0
3012,2024-04-08T23:54:14Z,✈️змінює курс і піднімається північніше…на Золочів-Буськ,0
3013,2024-04-08T23:55:10Z,✈️Знову на Львів курс…,1
3015,2024-04-09T00:05:35Z,✈️ курс Перемишляни-Бібрка,0
3016,2024-04-09T00:13:38Z,✈️курс Новий Розділ - Миколаїв - Ходорів,0
3017,2024-04-09T00:16:45Z,✈️на СтрИй,0
3018,2024-04-09T00:18:43Z,✈️взагалі розвернув на Бурштин,0
3019,2024-04-09T00:19:14Z,Знову на Стрий…замахав він,0
3020,2024-04-09T00:23:41Z,Ляпсь💥,0
3021,2024-04-09T00:26:00Z,"✈️ 3 шт в Хмельницькій обл.
✈️ 2 шт в Вінницькій обл. 
маршрути ті самі скоріш за все…
Найближчому до Львівської обл. 45 хв, курити шкідливо - тому гамайте бутіки і пийте чайок☕️",0
3022,2024-04-09T00:42:28Z,"🤔🤔🤔по зорям працюємо…
Киньте хтось пану Козицькому посилання на мій канал😉",0
3023,2024-04-09T01:26:09Z,Заходить в Львівську область і піднімається північніше…на Золочів-Буськ,0
3024,2024-04-09T01:27:13Z,Змінює курс на Перемишляни - Бібрку,0
3025,2024-04-09T01:29:54Z,Ще один - курс Новий Розділ - Миколаїв - Ходорів,0
3026,2024-04-09T01:32:13Z,Довертає на Новий Розділ,0
3027,2024-04-09T01:33:26Z,"✈️на Стрий
✈️на Новий Розділ/Стрий",0
3028,2024-04-09T01:34:52Z,"ЖК «Веселка», спите?!🤔
Я все бачу🔮",0
3029,2024-04-09T01:41:08Z,"✈️ - 1 💥
✈️на Ходорів",0
3030,2024-04-09T01:48:06Z,"✈️ - 💥
✈️останні два бздуна в Тернопільській обл. долітають",0
3031,2024-04-09T01:55:53Z,"✈️на Ходорів знову
✈️за Микулинецьким пивом полетів в Тернопільській обл.",0
3032,2024-04-09T02:09:49Z,"✈️полетів в бік Стрия❗️
✈️в бір Бережан Тернопільської обл.",0
3033,2024-04-09T02:13:58Z,"✈️ - мінус
✈️ - «the last one” MOPED залишився в Тернопільській поки що",0
3034,2024-04-09T02:19:06Z,✈️на Рогатин,0
3035,2024-04-09T02:24:16Z,✈️далі на Ходорів знову,0
3036,2024-04-09T02:31:47Z,✈️на Стрий,0
3037,2024-04-09T02:34:14Z,"По ходу дорозвідка 📡
Перестраховуємось, щоб ніде не виліз паскуда❗️",0
3038,2024-04-09T02:35:12Z,"🟢🟢ВІДБІЙ🟢🟢

🚀Залітай до каналу, без води і шлаку, будь в курсі тільки актуальних новин 🫡Майора 🚀Ракетної Небезпеки🚀 

Тисни тутечки ▶️ https://t.me/MJrNews

А туточки можна на мазь від «крутіння» колін🥰:
https://send.monobank.ua/jar/9n2zWCj92U
Дякую😘",0
3039,2024-04-09T15:00:11Z,"Дорогенькі 😇, по традиції, з повагою і шаною до полеглих побратимів - виділяємо пару хвилин і цим самим вшанувати памʼять про них, підписавши петиції🫡:

1. ДИЛИКАЛО Андрій
2. ЛЕСІВ Михайло
3. ЮРЧЕНКО Ярослав
4. МУРАШКО Євген
5. ОХМАК Валерій
6. ГУСАРОВ Дмитро
7. ЩЕРБА Олесь-Юліан
8. ЯЦЕНКО Віктор
9. ЗЕНІН Кіріл
10. БОРСУК Ігор
11. ДАНИЛО Олег
12. ВИХОПЕНЬ Ярослав 
13. КАЛУГІН Ігор
14. ЧУХАРЕНКО Анатолій
15. НОСІК Володимир

(Натиснувши на кожне прізвище - вас направить на сторінку петиції воїна)

🇺🇦Герої не вмирають🇺🇦🇺🇦",0
3040,2024-04-10T15:00:15Z,"🎬Не знайшли української озвучки на нові фільми чи серіали😔? 
🔥На каналі 🇺🇦UAFLIX фільми та серіали українською мовою💪
🔍Ви знайдете новинки з українською озвучкою від нашого сайту UAFLIX.NET🥰

Не потрібно довго шукати що подивитись - не тратьте свій час! Підпишіться👇
https://t.me/+uqLttvJDSZE5YmEy",0
3041,2024-04-10T22:01:04Z,"❗️Зліт 4-7 бортів ТУ-95.
Ви знаєте, що робити.
Цього слід було очікувати.
Буду тримати в курсі та у разі пусків повідомлю🫡

Інформацію по бортам буду доповнювати в  цьому повідомленні…
Підтверджено 6 бортів❗️",0
3043,2024-04-10T22:17:49Z,"✈️ ну і ще з десяток мопедів блудить в центральних областях, поки 2 наближаються до Вінницької обл., ще 4-5 явним курсом на захід.
Слідкую🫡",0
3044,2024-04-11T00:22:58Z,"✈️ 1 Івано-Франківська
✈️ 4 Хмельницька 
✈️ 3 Вінницька
✈️ 2 Черкаська/Миколаївська
Курс у всіх західний…😒
+1 ✈️ Тернопільська",0
3045,2024-04-11T00:37:18Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
✈️Загроза ударних БпЛА✈️",0
3046,2024-04-11T00:59:10Z,✈️ 1 найближчий дрон на Камʼянка-Бузьк,0
